long_id	uniprot	mw	is_grouping	spectral_count	bait	condition
Putative uncharacterized protein OS=Escherichia coli GN=LF82_035 PE=4 SV=1	REVtr|E2QG14|E2QG14_ECOLX	52	TRUE	0	Galphai	GppNHp
Signal peptide, CUB and EGF-like domain-containing protein 2 OS=Homo sapiens GN=SCUBE2 PE=4 SV=1	REVtr|E7EQD6|E7EQD6_HUMAN	113	TRUE	0	Galphai	GppNHp
UvrABC system protein A OS=Escherichia coli GN=uvrA PE=3 SV=1	tr|C3SHF7|C3SHF7_ECOLX	104	TRUE	17	Galphai	GppNHp
50S ribosomal protein L13 OS=Escherichia coli GN=rplM PE=3 SV=1	tr|C3SRX7|C3SRX7_ECOLX	16	TRUE	18	Galphai	GppNHp
Nebulin OS=Homo sapiens GN=NEB PE=4 SV=1	REVtr|F8WCP0|F8WCP0_HUMAN	987	TRUE	0	Galphai	GppNHp
Peptidase OS=Escherichia coli GN=LF82_240 PE=4 SV=1	REVtr|E2QM42|E2QM42_ECOLX	38	TRUE	3	Galphai	GppNHp
Enolase (Fragment) OS=Homo sapiens GN=ENO3 PE=3 SV=1	tr|E5RGZ4|E5RGZ4_HUMAN	30	TRUE	9	Galphai	GppNHp
Dynein heavy chain 8, axonemal OS=Homo sapiens GN=DNAH8 PE=4 SV=1	tr|H0Y7V4|H0Y7V4_HUMAN	479	NA	0	Galphai	GppNHp
Keratin, type II cytoskeletal 4 OS=Homo sapiens GN=KRT4 PE=3 SV=1	tr|F5H8K9|F5H8K9_HUMAN	54	TRUE	0	Galphai	GppNHp
Heat shock protein HSP 90-beta (Fragment) OS=Homo sapiens GN=HSP90AB1 PE=4 SV=1	tr|H0Y6E4|H0Y6E4_HUMAN	17	TRUE	5	Galphai	GppNHp
Coronin OS=Homo sapiens GN=CORO7 PE=2 SV=1	tr|B3KSY4|B3KSY4_HUMAN	77	TRUE	5	Galphai	GppNHp
Phosphoenolpyruvate synthase OS=Escherichia coli GN=pps PE=3 SV=1	tr|E2QMR3|E2QMR3_ECOLX	87	NA	18	Galphai	GppNHp
Dynamin-2 OS=Homo sapiens GN=DNM2 PE=3 SV=1	tr|F5H4R9|F5H4R9_HUMAN	98	TRUE	10	Galphai	GppNHp
Calponin-2 OS=Homo sapiens GN=CNN2 PE=2 SV=1	tr|B4DDF4|B4DDF4_HUMAN	33	TRUE	11	Galphai	GppNHp
Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=4 SV=1	tr|E7EVW7|E7EVW7_HUMAN	50	TRUE	6	Galphai	GppNHp
Site-determining protein OS=Escherichia coli GN=minD PE=3 SV=1	tr|Q2LD72|Q2LD72_ECOLX	30	NA	25	Galphai	GppNHp
Homer protein homolog 3 OS=Homo sapiens GN=HOMER3 PE=4 SV=1	tr|E9PCW9|E9PCW9_HUMAN	36	TRUE	21	Galphai	GppNHp
30S ribosomal protein S1 OS=Escherichia coli GN=rpsA PE=3 SV=1	tr|C3TGB2|C3TGB2_ECOLX	61	TRUE	19	Galphai	GppNHp
Ferrienterobactin receptor OS=Escherichia coli GN=fepA PE=3 SV=1	tr|E2QHE5|E2QHE5_ECOLX	82	TRUE	10	Galphai	GppNHp
Lamin-B1 OS=Homo sapiens GN=LMNB1 PE=3 SV=1	tr|E9PBF6|E9PBF6_HUMAN	45	TRUE	19	Galphai	GppNHp
High mobility group protein B2 (Fragment) OS=Homo sapiens GN=HMGB2 PE=4 SV=1	tr|D6R9A6|D6R9A6_HUMAN	15	TRUE	10	Galphai	GppNHp
Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=3 SV=1	tr|E7EQG2|E7EQG2_HUMAN	41	TRUE	7	Galphai	GppNHp
UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens GN=UGP2 PE=4 SV=1	tr|E7EUC7|E7EUC7_HUMAN	58	TRUE	0	Galphai	GppNHp
14-3-3 protein theta (Fragment) OS=Homo sapiens GN=YWHAQ PE=4 SV=1	tr|E9PG15|E9PG15_HUMAN	17	TRUE	25	Galphai	GppNHp
Serine/threonine-protein kinase MARK2 OS=Homo sapiens GN=MARK2 PE=4 SV=2	tr|E9PC69|E9PC69_HUMAN	87	TRUE	3	Galphai	GppNHp
Rho GTPase-activating protein 32 OS=Homo sapiens GN=ARHGAP32 PE=1 SV=1	sp|A7KAX9|RHG32_HUMAN	231	TRUE	0	Galphai	GppNHp
Filamin-A (Fragment) OS=Homo sapiens GN=FLNA PE=4 SV=1	tr|H0Y5F3|H0Y5F3_HUMAN	25	TRUE	0	Galphai	GppNHp
Macrophage-capping protein OS=Homo sapiens GN=CAPG PE=2 SV=1	tr|B4DU58|B4DU58_HUMAN	36	NA	9	Galphai	GppNHp
Aldehyde-alcohol dehydrogenase OS=Escherichia coli GN=adhE PE=4 SV=1	tr|E2QLJ9|E2QLJ9_ECOLX	96	NA	14	Galphai	GppNHp
DNA gyrase subunit A OS=Escherichia coli GN=gyrA PE=3 SV=1	tr|E2QP97|E2QP97_ECOLX	97	TRUE	13	Galphai	GppNHp
30S ribosomal protein S13 OS=Escherichia coli GN=rpsM PE=3 SV=1	tr|C3SR52|C3SR52_ECOLX	13	NA	15	Galphai	GppNHp
Dynamin-1-like protein OS=Homo sapiens GN=DNM1L PE=3 SV=1	tr|G8JLD5|G8JLD5_HUMAN	80	TRUE	0	Galphai	GppNHp
Scavenger receptor cysteine-rich type 1 protein M160 OS=Homo sapiens GN=CD163L1 PE=4 SV=1	tr|E7EVK4|E7EVK4_HUMAN	160	NA	0	Galphai	GppNHp
DNA-directed RNA polymerase OS=Homo sapiens GN=POLR2B PE=3 SV=2	tr|C9J2Y9|C9J2Y9_HUMAN (+1)	133	TRUE	4	Galphai	GppNHp
Diaphanous homolog 1 (Drosophila), isoform CRA_a OS=Homo sapiens GN=DIAPH1 PE=4 SV=1	tr|B9ZVX0|B9ZVX0_HUMAN (+3)	139	TRUE	14	Galphai	GppNHp
Transaldolase OS=Homo sapiens GN=TALDO1 PE=3 SV=1	tr|F2Z393|F2Z393_HUMAN	35	TRUE	3	Galphai	GppNHp
DNA mismatch repair protein MutS OS=Escherichia coli GN=mutS PE=3 SV=1	tr|E2QQI3|E2QQI3_ECOLX	95	TRUE	22	Galphai	GppNHp
RNA polymerase sigma factor OS=Escherichia coli GN=rpoD PE=3 SV=1	tr|E2QEB5|E2QEB5_ECOLX	70	TRUE	12	Galphai	GppNHp
E3 ubiquitin-protein ligase TRIM33 (Fragment) OS=Homo sapiens GN=TRIM33 PE=4 SV=1	tr|H0Y612|H0Y612_HUMAN	99	NA	2	Galphai	GppNHp
Mastermind-like protein 3 OS=Homo sapiens GN=MAML3 PE=4 SV=1	tr|E7EVW8|E7EVW8_HUMAN	122	TRUE	2	Galphai	GppNHp
AT rich interactive domain 1B (SWI1-like), isoform CRA_a OS=Homo sapiens GN=ARID1B PE=4 SV=1	tr|G3XAA0|G3XAA0_HUMAN	237	TRUE	2	Galphai	GppNHp
DNA topoisomerase OS=Escherichia coli GN=topA PE=3 SV=1	tr|E2QLN3|E2QLN3_ECOLX	97	TRUE	8	Galphai	GppNHp
Spectrin beta chain, non-erythrocytic 1 (Fragment) OS=Homo sapiens GN=SPTBN1 PE=4 SV=1	tr|F8W6C1|F8W6C1_HUMAN	81	TRUE	3	Galphai	GppNHp
Annexin OS=Homo sapiens GN=ANXA4 PE=2 SV=1	tr|B4DDF9|B4DDF9_HUMAN	27	NA	11	Galphai	GppNHp
Single-stranded DNA-binding protein OS=Escherichia coli GN=ssb PE=4 SV=1	tr|C3SHF2|C3SHF2_ECOLX	19	NA	15	Galphai	GppNHp
Peptidyl-prolyl cis-trans isomerase D OS=Escherichia coli GN=ppiD PE=4 SV=1	tr|Q3HSD9|Q3HSD9_ECOLX	68	NA	13	Galphai	GppNHp
Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=4 SV=1	tr|E7EU23|E7EU23_HUMAN	51	TRUE	5	Galphai	GppNHp
50S ribosomal protein L16 OS=Escherichia coli GN=rplP PE=3 SV=1	tr|C3SQX7|C3SQX7_ECOLX	15	NA	22	Galphai	GppNHp
Filamin-B OS=Homo sapiens GN=FLNB PE=4 SV=1	tr|E7EN95|E7EN95_HUMAN	256	TRUE	0	Galphai	GppNHp
Ewing sarcoma breakpoint region 1 OS=Homo sapiens GN=EWSR1 PE=4 SV=1	tr|B0QYK1|B0QYK1_HUMAN	63	NA	2	Galphai	GppNHp
Ryanodine receptor 2 OS=Homo sapiens GN=RYR2 PE=4 SV=1	REVtr|H0YGL9|H0YGL9_HUMAN	563	TRUE	2	Galphai	GppNHp
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 OS=Homo sapiens GN=GNB1 PE=2 SV=1	tr|B3KVK2|B3KVK2_HUMAN	26	TRUE	17	Galphai	GppNHp
Exportin-2 OS=Homo sapiens GN=CSE1L PE=4 SV=1	tr|F8W904|F8W904_HUMAN	104	TRUE	10	Galphai	GppNHp
Quinoprotein glucose dehydrogenase OS=Escherichia coli GN=gcd PE=4 SV=1	tr|E2QF54|E2QF54_ECOLX	87	NA	20	Galphai	GppNHp
Protein disulfide isomerase family A, member 3, isoform CRA_b OS=Homo sapiens GN=PDIA3 PE=3 SV=1	tr|G5EA52|G5EA52_HUMAN	55	TRUE	0	Galphai	GppNHp
CLIP-associating protein 2 OS=Homo sapiens GN=CLASP2 PE=4 SV=1	tr|E7EW49|E7EW49_HUMAN	166	TRUE	3	Galphai	GppNHp
Phosphomethylpyrimidine kinase OS=Escherichia coli GN=thiD PE=4 SV=1	tr|E2QNX1|E2QNX1_ECOLX	29	NA	14	Galphai	GppNHp
Serine transporter OS=Escherichia coli GN=sdac PE=4 SV=1	tr|E2QQP2|E2QQP2_ECOLX	47	NA	5	Galphai	GppNHp
Ras-related protein Rab-5A OS=Homo sapiens GN=RAB5A PE=2 SV=1	tr|B4DJA5|B4DJA5_HUMAN	22	TRUE	8	Galphai	GppNHp
G-protein-signaling modulator 3 OS=Homo sapiens GN=GPSM3 PE=4 SV=1	tr|E9PIP3|E9PIP3_HUMAN	18	NA	8	Galphai	GppNHp
Cysteine synthase OS=Escherichia coli GN=cysK PE=3 SV=1	tr|C3T137|C3T137_ECOLX	34	TRUE	18	Galphai	GppNHp
50S ribosomal protein L9 OS=Escherichia coli GN=rplI PE=3 SV=1	tr|C3SFP2|C3SFP2_ECOLX	16	TRUE	19	Galphai	GppNHp
50S ribosomal protein L17 OS=Escherichia coli GN=rplQ PE=3 SV=1	tr|C3SR72|C3SR72_ECOLX	14	NA	26	Galphai	GppNHp
Protein RTEL1-TNFRSF6B OS=Homo sapiens GN=RTEL1 PE=4 SV=1	tr|F6WH68|F6WH68_HUMAN	153	TRUE	0	Galphai	GppNHp
Ubiquitin-associated protein 2-like OS=Homo sapiens GN=UBAP2L PE=4 SV=1	tr|F8W726|F8W726_HUMAN	113	NA	0	Galphai	GppNHp
Zinc finger protein 521 OS=Homo sapiens GN=ZNF521 PE=4 SV=2	REVtr|H7BYU6|H7BYU6_HUMAN	140	TRUE	0	Galphai	GppNHp
Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1	tr|D6RAF8|D6RAF8_HUMAN	23	TRUE	10	Galphai	GppNHp
Penicillin-binding protein activator LpoA OS=Escherichia coli GN=yraM PE=3 SV=1	tr|E2QEI3|E2QEI3_ECOLX	73	NA	10	Galphai	GppNHp
Maltoporin OS=Escherichia coli GN=lamB PE=3 SV=1	tr|E2QJ66|E2QJ66_ECOLX	50	NA	16	Galphai	GppNHp
50S ribosomal protein L1 OS=Escherichia coli GN=rplA PE=3 SV=1	tr|C3SIC2|C3SIC2_ECOLX	25	NA	14	Galphai	GppNHp
Chaperonin containing TCP1, subunit 8 (Theta), isoform CRA_a OS=Homo sapiens GN=CCT8 PE=3 SV=1	tr|G5E9B2|G5E9B2_HUMAN	59	NA	0	Galphai	GppNHp
Beta-parvin OS=Homo sapiens GN=PARVB PE=4 SV=1	tr|B0QYM8|B0QYM8_HUMAN	38	TRUE	7	Galphai	GppNHp
30S ribosomal protein S9 OS=Escherichia coli GN=rpsI PE=3 SV=1	tr|C3SRY2|C3SRY2_ECOLX	15	TRUE	15	Galphai	GppNHp
2-octaprenyl-6-methoxyphenol hydroxylase OS=Escherichia coli GN=ubiH PE=4 SV=1	tr|E2QDP5|E2QDP5_ECOLX	42	TRUE	13	Galphai	GppNHp
Uncharacterized symporter ydjN OS=Escherichia coli GN=ydjN PE=4 SV=1	tr|E2QMT8|E2QMT8_ECOLX	49	NA	15	Galphai	GppNHp
Outer membrane protein assembly factor BamC OS=Escherichia coli GN=nlpB PE=3 SV=1	tr|E2QPV2|E2QPV2_ECOLX	37	NA	11	Galphai	GppNHp
Tropomyosin 1 (Alpha) isoform 7 OS=Homo sapiens GN=TPM1 PE=3 SV=1	tr|D9YZV8|D9YZV8_HUMAN	33	TRUE	12	Galphai	GppNHp
LPS-assembly protein LptD OS=Escherichia coli GN=imp PE=3 SV=1	tr|E2QEY5|E2QEY5_ECOLX	90	NA	21	Galphai	GppNHp
Actin-related protein 2/3 complex subunit 2 (Fragment) OS=Homo sapiens GN=ARPC2 PE=4 SV=1	tr|C9JTV5|C9JTV5_HUMAN (+1)	10	NA	11	Galphai	GppNHp
Lipoprotein OS=Escherichia coli GN=metQ PE=3 SV=1	tr|E2QFC5|E2QFC5_ECOLX	29	TRUE	18	Galphai	GppNHp
Exportin-7 OS=Homo sapiens GN=XPO7 PE=4 SV=1	tr|E9PEN8|E9PEN8_HUMAN	125	NA	6	Galphai	GppNHp
30S ribosomal protein S3 OS=Escherichia coli GN=rpsC PE=3 SV=1	tr|C3SQX2|C3SQX2_ECOLX	26	NA	13	Galphai	GppNHp
6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=2 SV=1	tr|B1APP8|B1APP8_HUMAN	23	TRUE	4	Galphai	GppNHp
Succinyl-CoA ligase [ADP-forming] subunit beta OS=Escherichia coli GN=sucC PE=3 SV=1	tr|C3TIL2|C3TIL2_ECOLX	41	TRUE	11	Galphai	GppNHp
Ena/VASP-like protein OS=Homo sapiens GN=EVL PE=2 SV=1	tr|B7Z3I5|B7Z3I5_HUMAN	42	TRUE	6	Galphai	GppNHp
Transcription-repair-coupling factor OS=Escherichia coli GN=mfd PE=4 SV=1	tr|E2QKJ8|E2QKJ8_ECOLX	130	NA	13	Galphai	GppNHp
Uncharacterized protein OS=Escherichia coli GN=yibN PE=4 SV=1	tr|C3UV71|C3UV71_ECOLX	16	NA	21	Galphai	GppNHp
Putative uncharacterized protein OS=Escherichia coli GN=LF82_018 PE=3 SV=1	tr|E2QFZ7|E2QFZ7_ECOLX	100	TRUE	0	Galphai	GppNHp
26S proteasome non-ATPase regulatory subunit 2 OS=Homo sapiens GN=PSMD2 PE=4 SV=1	tr|E7EW34|E7EW34_HUMAN (+1)	86	TRUE	7	Galphai	GppNHp
Proline/betaine transporter OS=Escherichia coli GN=proP PE=4 SV=1	tr|E2QK03|E2QK03_ECOLX	55	NA	18	Galphai	GppNHp
Coatomer subunit beta (Fragment) OS=Homo sapiens GN=COPB1 PE=4 SV=1	tr|E9PP73|E9PP73_HUMAN	56	TRUE	9	Galphai	GppNHp
50S ribosomal protein L22 OS=Escherichia coli GN=rplV PE=3 SV=1	tr|C3SQW7|C3SQW7_ECOLX	12	NA	16	Galphai	GppNHp
Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=1	REVtr|E7ENY8|E7ENY8_HUMAN	112	NA	0	Galphai	GppNHp
A/G-specific adenine glycosylase OS=Escherichia coli GN=mutY PE=4 SV=1	tr|E2QDV0|E2QDV0_ECOLX	39	NA	0	Galphai	GppNHp
RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=4 SV=1	tr|H3BPE7|H3BPE7_HUMAN	53	NA	0	Galphai	GppNHp
TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=4 SV=1	tr|F8W6V6|F8W6V6_HUMAN	74	NA	0	Galphai	GppNHp
Cytochrome o ubiquinol oxidase subunit II OS=Escherichia coli GN=cyoA PE=4 SV=1	tr|E2QGH6|E2QGH6_ECOLX	35	NA	16	Galphai	GppNHp
ALOX5 protein OS=Homo sapiens GN=ALOX5 PE=2 SV=1	tr|B7ZLS0|B7ZLS0_HUMAN	72	NA	10	Galphai	GppNHp
50S ribosomal protein L24 OS=Escherichia coli GN=rplX PE=3 SV=1	tr|E2QFG6|E2QFG6_ECOLX	11	NA	17	Galphai	GppNHp
FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=4 SV=1	REVtr|C9JT55|C9JT55_HUMAN	244	NA	0	Galphai	GppNHp
Lipoprotein acfD homolog OS=Escherichia coli GN=yghJ PE=4 SV=1	tr|E2QDY3|E2QDY3_ECOLX	167	NA	7	Galphai	GppNHp
Glucose-6-phosphate 1-dehydrogenase (Fragment) OS=Homo sapiens GN=G6PD PE=3 SV=1	tr|E7EM57|E7EM57_HUMAN (+1)	37	TRUE	0	Galphai	GppNHp
Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1 (Fragment) OS=Homo sapiens GN=GNB1 PE=4 SV=1	tr|F6UT28|F6UT28_HUMAN	18	TRUE	21	Galphai	GppNHp
EH domain-containing protein 1 (Fragment) OS=Homo sapiens GN=EHD1 PE=4 SV=1	tr|C9JC03|C9JC03_HUMAN	43	TRUE	0	Galphai	GppNHp
Outer membrane protein assembly factor BamB OS=Escherichia coli GN=yfgl PE=3 SV=1	tr|E2QPX8|E2QPX8_ECOLX	42	TRUE	19	Galphai	GppNHp
Nascent polypeptide-associated complex subunit alpha OS=Homo sapiens GN=NACA PE=4 SV=1	tr|E9PAV3|E9PAV3_HUMAN	205	NA	0	Galphai	GppNHp
Sensor protein PmrB OS=Escherichia coli GN=basS PE=4 SV=1	tr|E2QK04|E2QK04_ECOLX	41	NA	2	Galphai	GppNHp
HCG1983504, isoform CRA_f OS=Homo sapiens GN=TUBB3 PE=2 SV=1	tr|A8K854|A8K854_HUMAN	42	TRUE	55	Galphai	GppNHp
Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=3	tr|A6NN80|A6NN80_HUMAN	75	NA	2	Galphai	GppNHp
Chaperone protein HtpG OS=Escherichia coli GN=htpG PE=3 SV=1	tr|C3TLA7|C3TLA7_ECOLX	71	NA	12	Galphai	GppNHp
Coronin OS=Homo sapiens GN=CORO1B PE=3 SV=1	tr|E7EW44|E7EW44_HUMAN (+1)	32	TRUE	0	Galphai	GppNHp
Elongation factor 4 OS=Escherichia coli GN=lepA PE=3 SV=1	tr|E2QQ29|E2QQ29_ECOLX	67	TRUE	10	Galphai	GppNHp
ATP-dependent zinc metalloprotease FtsH OS=Escherichia coli GN=hflB PE=3 SV=1	tr|C3SSK2|C3SSK2_ECOLX	71	TRUE	6	Galphai	GppNHp
Coronin OS=Homo sapiens GN=CORO1C PE=2 SV=1	tr|A7MAP1|A7MAP1_HUMAN	59	TRUE	0	Galphai	GppNHp
F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=4 SV=1	tr|F8W9N7|F8W9N7_HUMAN	20	NA	6	Galphai	GppNHp
Alpha actinin 4 short isoform OS=Homo sapiens GN=ACTN4 PE=2 SV=1	tr|D6PXK4|D6PXK4_HUMAN	80	TRUE	16	Galphai	GppNHp
Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=4 SV=1	tr|D3DNT2|D3DNT2_HUMAN	176	TRUE	6	Galphai	GppNHp
Minor histocompatibility antigen HA-1 OS=Homo sapiens GN=HMHA1 PE=4 SV=1	tr|F5H1R4|F5H1R4_HUMAN	112	TRUE	7	Galphai	GppNHp
Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform OS=Homo sapiens GN=PPP2R1A PE=4 SV=1	tr|F5H3X9|F5H3X9_HUMAN	59	TRUE	5	Galphai	GppNHp
Protein translocase subunit SecA OS=Escherichia coli GN=secA PE=3 SV=1	tr|E2QF26|E2QF26_ECOLX	102	NA	14	Galphai	GppNHp
6-phosphofructokinase type C (Fragment) OS=Homo sapiens GN=PFKP PE=4 SV=1	tr|B1APP6|B1APP6_HUMAN	26	TRUE	5	Galphai	GppNHp
ADP-ribosylation factor 5 (Fragment) OS=Homo sapiens GN=ARF5 PE=3 SV=1	tr|C9J1Z8|C9J1Z8_HUMAN	17	TRUE	8	Galphai	GppNHp
Inner membrane protein yagU OS=Escherichia coli GN=yagU PE=4 SV=1	tr|E2QG48|E2QG48_ECOLX	23	NA	15	Galphai	GppNHp
C-myc promoter-binding protein (Fragment) OS=Homo sapiens GN=DENND4A PE=4 SV=1	REVtr|H3BTW5|H3BTW5_HUMAN	113	TRUE	0	Galphai	GppNHp
DNA repair protein RAD51 homolog 1 OS=Homo sapiens GN=RAD51 PE=4 SV=1	REVtr|E9PI54|E9PI54_HUMAN	11	TRUE	0	Galphai	GppNHp
Sphingomyelin phosphodiesterase 4 OS=Homo sapiens GN=SMPD4 PE=4 SV=1	tr|H7BXF4|H7BXF4_HUMAN	95	TRUE	0	Galphai	GppNHp
Isoleucine--tRNA ligase, mitochondrial OS=Homo sapiens GN=IARS2 PE=3 SV=1	tr|F6SBX2|F6SBX2_HUMAN	106	TRUE	0	Galphai	GppNHp
Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta OS=Escherichia coli GN=accD PE=3 SV=1	tr|C3T1Y2|C3T1Y2_ECOLX	33	NA	10	Galphai	GppNHp
50S ribosomal protein L21 OS=Escherichia coli GN=rplU PE=3 SV=1	tr|C3SSG2|C3SSG2_ECOLX	12	NA	9	Galphai	GppNHp
Outer membrane protein tolC OS=Escherichia coli GN=tolC PE=4 SV=1	tr|E2QE61|E2QE61_ECOLX	54	NA	19	Galphai	GppNHp
DNA-directed RNA polymerase OS=Escherichia coli GN=rpoC PE=3 SV=1	REVtr|C3SIA2|C3SIA2_ECOLX	155	NA	0	Galphai	GppNHp
Tripartite motif-containing protein 67 OS=Homo sapiens GN=TRIM67 PE=4 SV=1	REVtr|F8W8C1|F8W8C1_HUMAN	84	TRUE	0	Galphai	GppNHp
C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens GN=MTHFD1 PE=3 SV=1	tr|F5H2F4|F5H2F4_HUMAN (+1)	111	TRUE	0	Galphai	GppNHp
V-type proton ATPase subunit B, brain isoform (Fragment) OS=Homo sapiens GN=ATP6V1B2 PE=4 SV=1	tr|H0YC04|H0YC04_HUMAN	21	TRUE	0	Galphai	GppNHp
Nucleolin (Fragment) OS=Homo sapiens GN=NCL PE=4 SV=1	tr|H7BY16|H7BY16_HUMAN	32	NA	6	Galphai	GppNHp
T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 PE=3 SV=1	tr|B8ZZC9|B8ZZC9_HUMAN	55	NA	0	Galphai	GppNHp
Fructose-1,6-bisphosphatase OS=Escherichia coli GN=glpX PE=3 SV=1	tr|E2QIV2|E2QIV2_ECOLX	36	TRUE	8	Galphai	GppNHp
PTS system mannose-specific EIIAB component OS=Escherichia coli GN=manX PE=4 SV=1	tr|E2QN19|E2QN19_ECOLX	35	NA	15	Galphai	GppNHp
T-complex protein 1 subunit beta OS=Homo sapiens GN=CCT2 PE=3 SV=2	tr|F5GWF6|F5GWF6_HUMAN	57	TRUE	0	Galphai	GppNHp
Integrin-linked protein kinase OS=Homo sapiens GN=ILK PE=2 SV=1	tr|B7Z418|B7Z418_HUMAN	44	TRUE	2	Galphai	GppNHp
Heat shock 105kDa/110kDa protein 1, isoform CRA_b OS=Homo sapiens GN=HSPH1 PE=2 SV=1	tr|B4DYH1|B4DYH1_HUMAN	97	TRUE	3	Galphai	GppNHp
General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=4 SV=1	tr|F5H4X1|F5H4X1_HUMAN	106	TRUE	8	Galphai	GppNHp
Putative uncharacterized protein OS=Escherichia coli GN=LF82_741 PE=4 SV=1	REVtr|E2QLB4|E2QLB4_ECOLX	45	NA	3	Galphai	GppNHp
NadH dehydrogenase OS=Escherichia coli GN=ndh PE=4 SV=1	tr|E2QKJ3|E2QKJ3_ECOLX	47	TRUE	6	Galphai	GppNHp
Serine/threonine-protein phosphatase 6 regulatory subunit 3 OS=Homo sapiens GN=PPP6R3 PE=4 SV=1	tr|E9PKF6|E9PKF6_HUMAN (+1)	94	TRUE	3	Galphai	GppNHp
Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase OS=Escherichia coli GN=arnC PE=3 SV=1	tr|E2QPB9|E2QPB9_ECOLX	36	TRUE	12	Galphai	GppNHp
Heterogeneous nuclear ribonucleoprotein U-like protein 1 OS=Homo sapiens GN=HNRNPUL1 PE=2 SV=1	tr|B7Z4B8|B7Z4B8_HUMAN	86	NA	6	Galphai	GppNHp
Kaliocin-1 (Fragment) OS=Homo sapiens GN=LTF PE=4 SV=1	tr|E7EQB2|E7EQB2_HUMAN (+1)	77	NA	2	Galphai	GppNHp
Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=2 SV=1	tr|B7Z6Z4|B7Z6Z4_HUMAN	27	NA	2	Galphai	GppNHp
Exonuclease sbcC OS=Escherichia coli GN=sbcC PE=4 SV=1	tr|E2QGE1|E2QGE1_ECOLX	119	NA	11	Galphai	GppNHp
30S ribosomal protein S11 OS=Escherichia coli GN=rpsK PE=3 SV=1	tr|C3SR57|C3SR57_ECOLX	14	NA	13	Galphai	GppNHp
Serine/threonine-protein kinase MRCK beta (Fragment) OS=Homo sapiens GN=CDC42BPB PE=4 SV=1	tr|H0YLY0|H0YLY0_HUMAN	75	NA	0	Galphai	GppNHp
Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=4 SV=1	tr|D6REX3|D6REX3_HUMAN	136	TRUE	2	Galphai	GppNHp
Rho guanine nucleotide exchange factor 4 OS=Homo sapiens GN=ARHGEF4 PE=4 SV=1	tr|E7EV07|E7EV07_HUMAN	108	TRUE	2	Galphai	GppNHp
Dihydrolipoyllysine-residue acetyltransferase component OS=Escherichia coli GN=aceF PE=3 SV=1	tr|E2QF45|E2QF45_ECOLX	66	NA	5	Galphai	GppNHp
DNA polymerase III subunit alpha OS=Escherichia coli GN=dnae PE=4 SV=1	tr|E2QFB1|E2QFB1_ECOLX	130	NA	6	Galphai	GppNHp
Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=4 SV=1	tr|E9PLK3|E9PLK3_HUMAN	103	TRUE	2	Galphai	GppNHp
Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=3 SV=1	tr|E7ERL0|E7ERL0_HUMAN	15	TRUE	5	Galphai	GppNHp
Rho GTPase activating protein 25, isoform CRA_a OS=Homo sapiens GN=ARHGAP25 PE=4 SV=1	tr|G5E9G2|G5E9G2_HUMAN	73	NA	0	Galphai	GppNHp
Protein ydcF OS=Escherichia coli GN=ydcF PE=4 SV=1	REVtr|E2QLX2|E2QLX2_ECOLX	30	NA	2	Galphai	GppNHp
Keratin, type II cytoskeletal 74 OS=Homo sapiens GN=KRT74 PE=3 SV=1	tr|F8W1S1|F8W1S1_HUMAN	59	TRUE	3	Galphai	GppNHp
Ras GTPase-activating-like protein IQGAP1 (Fragment) OS=Homo sapiens GN=IQGAP1 PE=4 SV=1	tr|H0YKA5|H0YKA5_HUMAN	5	NA	2	Galphai	GppNHp
Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=4 SV=1	tr|E9PF63|E9PF63_HUMAN	133	TRUE	7	Galphai	GppNHp
