long_id	uniprot	mw	is_grouping	spectral_count	bait	condition	z_score_spectral
Oxysterol-binding protein 6 OS=Dictyostelium discoideum GN=osbF PE=3 SV=1	Q86HV4	1	NA	2	RapA	Normal	-0.280366377082457
ABC transporter F family member 2 OS=Dictyostelium discoideum GN=abcF2 PE=3 SV=1	Q8T6B7	1	NA	2	RapA	Normal	-0.280366377082457
Squalene monooxygenase OS=Dictyostelium discoideum GN=sqle PE=4 SV=1	Q54BK7	1	NA	2	RapA	Normal	-0.280366377082457
Probable malate dehydrogenase 2, mitochondrial OS=Dictyostelium discoideum GN=mdhB PE=3 SV=1	Q54D04	1	NA	1	RapA	Normal	-0.310312832095204
Exportin-1 OS=Dictyostelium discoideum GN=xpo1 PE=3 SV=2	Q54EV7	1	NA	1	RapA	Normal	-0.310312832095204
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169521 PE=4 SV=1	Q75JG3	1	NA	1	RapA	Normal	-0.310312832095204
Lysosomal beta glucosidase OS=Dictyostelium discoideum GN=gluA PE=1 SV=2	Q23892	1	NA	1	RapA	Normal	-0.310312832095204
Protein KIAA0664 homolog OS=Dictyostelium discoideum GN=cluA PE=2 SV=2	O15818	1	NA	1	RapA	Normal	-0.310312832095204
Exportin-4 OS=Dictyostelium discoideum GN=xpo4 PE=3 SV=1	Q54UP5	1	NA	1	RapA	Normal	-0.310312832095204
AAA ATPase domain-containing protein OS=Dictyostelium discoideum GN=rvb1 PE=4 SV=1	Q54C28	1	NA	1	RapA	Normal	-0.310312832095204
Serine/threonine-protein kinase pakC OS=Dictyostelium discoideum GN=pakC PE=1 SV=1	Q55GV3	1	NA	1	RapA	Normal	-0.310312832095204
Copine-C OS=Dictyostelium discoideum GN=cpnC PE=2 SV=1	Q54P51	1	NA	1	RapA	Normal	-0.310312832095204
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188200 PE=4 SV=1	Q54I59	1	NA	1	RapA	Normal	-0.310312832095204
NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Dictyostelium discoideum GN=ndufv1	Q54I90	1	NA	1	RapA	Normal	-0.310312832095204
T-complex protein 1 subunit zeta OS=Dictyostelium discoideum GN=cct6 PE=1 SV=1	Q76NU3	1	NA	1	RapA	Normal	-0.310312832095204
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187827 PE=4 SV=1	Q54J99	1	NA	1	RapA	Normal	-0.310312832095204
tRNA (guanine-N(7)-)-methyltransferase subunit WDR4 OS=Dictyostelium discoideum GN=wdr4 PE=3 SV=1	Q54UI3	1	NA	1	RapA	Normal	-0.310312832095204
5'3'-exonuclease N-and I-domain-containing protein OS=Dictyostelium discoideum GN=DDB_0233015 PE=4	Q54UD1	1	NA	1	RapA	Normal	-0.310312832095204
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205282 PE=4 SV=1	Q54ST5	1	NA	1	RapA	Normal	-0.310312832095204
Uridine-cytidine kinase C OS=Dictyostelium discoideum GN=udkC PE=3 SV=1	Q54R62	1	NA	1	RapA	Normal	-0.310312832095204
Probable serine carboxypeptidase CPVL OS=Dictyostelium discoideum GN=cpvl PE=3 SV=1	Q869Q8	1	NA	1	RapA	Normal	-0.310312832095204
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0185703 PE=4 SV=1	Q54QI3	1	NA	1	RapA	Normal	-0.310312832095204
Regulator of chromosome condensation (RCC1) domain-containing protein OS=Dictyostelium discoideum G	Q54BC4	1	NA	1	RapA	Normal	-0.310312832095204
Midasin OS=Dictyostelium discoideum GN=mdn1 PE=3 SV=2	sp|Q869L3|MDN1_DICDI (+1)	679	TRUE	207	Galpha2	starv	1.14801836368894
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0205732 PE=4 SV=2	tr|Q54WX2|Q54WX2_DICDI	169	TRUE	220	Galpha2	starv	1.22055068968698
rsp|Q54VX4|MCFJ_DICDI	rsp|Q54VX4|MCFJ_DICDI	NA	TRUE	180	Galpha2	starv	0.997374302000684
Probable plasma membrane ATPase OS=Dictyostelium discoideum GN=patB PE=2 SV=2	sp|P54679|PMA1_DICDI	117	NA	2	Galpha2	starv	0.00423937679666111
Putative uncharacterized protein prdx4 OS=Dictyostelium discoideum GN=prdx4 PE=4 SV=2	tr|Q555L5|Q555L5_DICDI (+1)	29	NA	1	Galpha2	starv	-0.00134003289549633
DEAD/DEAH box helicase OS=Dictyostelium discoideum GN=dhx9 PE=4 SV=1	rtr|Q869Z1|Q869Z1_DICDI	NA	NA	78	Galpha2	starv	0.428274513400626
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189420 PE=4 SV=1	tr|Q55GK4|Q55GK4_DICDI	115	TRUE	1	Galpha2	starv	-0.00134003289549633
Vegetative-specific protein V4 OS=Dictyostelium discoideum GN=lmcB PE=2 SV=2	sp|P14330|VSV4_DICDI (+1)	18	NA	6	Galpha2	starv	0.0265570155652908
cAMP-binding protein 1 OS=Dictyostelium discoideum GN=capA-1 PE=2 SV=2	sp|P19198|CAP1_DICDI	35	NA	2	Galpha2	starv	0.00423937679666111
ATP-dependent hsl protease ATP-binding s	sp|P0A6H5|HSLU_ECOLI	50	TRUE	7	Galpha2	starv	0.0321364252574483
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218139 PE=4 SV=1	rtr|Q54XE2|Q54XE2_DICDI	NA	TRUE	20	Galpha2	starv	0.104668751255495
Galactose-binding domain-containing protein OS=Dictyostelium discoideum GN=DD7-1 PE=4 SV=1	tr|Q55C60|Q55C60_DICDI (+1)	29	NA	2	Galpha2	starv	0.00423937679666111
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169073 PE=1 SV=1	tr|Q86K89|Q86K89_DICDI	27	NA	12	Galpha2	starv	0.0600334737182354
Putative actin-25 OS=Dictyostelium discoideum GN=act25 PE=3 SV=1	sp|Q54HF0|ACT25_DICDI	43	TRUE	29	Galpha2	starv	0.154883438484912
Delta(14)-sterol reductase OS=Dictyostelium discoideum GN=erg24 PE=3 SV=1	sp|Q54PP1|ERG24_DICDI	54	NA	0	Galpha2	starv	-0.00691944258765376
UPF0522 protein C OS=Dictyostelium discoideum GN=DDB_G0271242 PE=3 SV=1	sp|Q55BA2|U522C_DICDI	54	TRUE	30	Galpha2	starv	0.160462848177069
BRCT domain-containing protein OS=Dictyostelium discoideum GN=xrcc1 PE=4 SV=1	rtr|Q86H44|Q86H44_DICDI	NA	TRUE	0	Galpha2	starv	-0.00691944258765376
ATP-dependent Clp protease ATP-binding s	sp|P0ABH9|CLPA_ECOLI	84	NA	9	Galpha2	starv	0.0432952446417631
Glutamate decarboxylase B OS=Dictyostelium discoideum GN=gadB PE=2 SV=1	sp|Q54IJ3|GADB_DICDI	53	NA	24	Galpha2	starv	0.126986390024125
Transmembrane protein OS=Dictyostelium discoideum GN=DDB_0190054 PE=3 SV=1	tr|Q55EN7|Q55EN7_DICDI	106	TRUE	2	Galpha2	starv	0.00423937679666111
Protein SEY1 homolog OS=Dictyostelium discoideum GN=DDB_0206311 PE=3 SV=1	sp|Q54W90|SEY1_DICDI	104	NA	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0218292 PE=4 SV=1	tr|Q54U95|Q54U95_DICDI	58	NA	0	Galpha2	starv	-0.00691944258765376
Alpha/beta hydrolase fold-3 domain-containing protein OS=Dictyostelium discoideum GN=DDB_0189182 PE=4 SV=1	tr|Q54FB4|Q54FB4_DICDI	39	TRUE	2	Galpha2	starv	0.00423937679666111
50S ribosomal protein L2.	sp|P60422|RL2_ECOLI	30	TRUE	12	Galpha2	starv	0.0600334737182354
AAA+ ATPase, core domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0273573 PE=4 SV=3	tr|Q557G6|Q557G6_DICDI (+1)	652	TRUE	0	Galpha2	starv	-0.00691944258765376
Ras GTPase domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0274301 PE=4 SV=2	tr|Q8T193|Q8T193_DICDI	102	TRUE	13	Galpha2	starv	0.0656128834103929
Putative uncharacterized protein cnxA OS=Dictyostelium discoideum GN=cnxA PE=3 SV=1	tr|Q55BA8|Q55BA8_DICDI	61	TRUE	0	Galpha2	starv	-0.00691944258765376
rtr|Q54G75|Q54G75_DICDI	rtr|Q54G75|Q54G75_DICDI	NA	TRUE	13	Galpha2	starv	0.0656128834103929
Protein ybbN.	sp|P77395|YBBN_ECOLI	32	TRUE	22	Galpha2	starv	0.11582757063981
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0216167 PE=4 SV=1	rtr|Q54FZ7|Q54FZ7_DICDI	NA	TRUE	4	Galpha2	starv	0.015398196180976
Bifunctional aspartokinase/homoserine de	sp|P00562|AK2H_ECOLI	89	NA	0	Galpha2	starv	-0.00691944258765376
Dihydrodipicolinate reductase (EC 1.3.1.	sp|P04036|DAPB_ECOLI	29	NA	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204937 PE=4 SV=1	tr|Q54S23|Q54S23_DICDI	126	TRUE	19	Galpha2	starv	0.0990893415633375
RING zinc finger-containing protein OS=Dictyostelium discoideum GN=DDB_0187780 PE=4 SV=1	tr|Q54JE9|Q54JE9_DICDI	205	TRUE	0	Galpha2	starv	-0.00691944258765376
SAP DNA-binding domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0277405 PE=4 SV=1	tr|Q8T2H8|Q8T2H8_DICDI	42	TRUE	11	Galpha2	starv	0.054454064026078
ATP-dependent Clp protease ATP-binding s	sp|P0A6H1|CLPX_ECOLI	46	NA	3	Galpha2	starv	0.00981878648881854
Calcium up-regulated protein B OS=Dictyostelium discoideum GN=cupB PE=2 SV=1	sp|Q7Z203|CUPB_DICDI	86	TRUE	0	Galpha2	starv	-0.00691944258765376
Cysteine proteinase 7 OS=Dictyostelium discoideum GN=cprG PE=1 SV=1	sp|Q94504|CYSP7_DICDI	47	TRUE	5	Galpha2	starv	0.0209776058731334
Ankyrin repeat-containing protein OS=Dictyostelium discoideum GN=DDB_G0294575 PE=4 SV=1	rtr|Q1ZXJ5|Q1ZXJ5_DICDI	NA	TRUE	5	Galpha2	starv	0.0209776058731334
ATP synthase beta chain (EC 3.6.3.14).	sp|P0ABB4|ATPB_ECOLI	50	TRUE	7	Galpha2	starv	0.0321364252574483
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Dictyostelium discoideum GN=ost1 PE=2 SV=1	sp|Q54C27|OST1_DICDI	52	TRUE	0	Galpha2	starv	-0.00691944258765376
Phosphoenolpyruvate synthase (EC 2.7.9.2	sp|P23538|PPSA_ECOLI	87	TRUE	0	Galpha2	starv	-0.00691944258765376
Cytochrome c oxidase subunit 1+2 OS=Dictyostelium discoideum GN=cox1/2 PE=2 SV=1	sp|O21042|COX1_DICDI	86	NA	3	Galpha2	starv	0.00981878648881854
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0189538 PE=4 SV=1	tr|Q55G82|Q55G82_DICDI	161	NA	2	Galpha2	starv	0.00423937679666111
Maltoporin precursor (Maltose-inducible	sp|P02943|LAMB_ECOLI	50	NA	18	Galpha2	starv	0.09350993187118
Dynamin-like protein A OS=Dictyostelium discoideum GN=dlpA PE=2 SV=1	sp|Q55F94|DLPA_DICDI (+1)	100	TRUE	1	Galpha2	starv	-0.00134003289549633
10 kDa chaperonin (Protein Cpn10) (groES	sp|P0A6F9|CH10_ECOLI	10	NA	17	Galpha2	starv	0.0879305221790226
30S ribosomal protein S9.	sp|P0A7X3|RS9_ECOLI	15	NA	4	Galpha2	starv	0.015398196180976
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0186144 PE=4 SV=1	tr|Q54P97|Q54P97_DICDI	195	TRUE	4	Galpha2	starv	0.015398196180976
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190281 PE=4 SV=1	tr|Q55DZ3|Q55DZ3_DICDI	258	TRUE	0	Galpha2	starv	-0.00691944258765376
RING zinc finger-containing protein OS=Dictyostelium discoideum GN=rnf160 PE=4 SV=1	tr|Q555H8|Q555H8_DICDI	213	TRUE	4	Galpha2	starv	0.015398196180976
Phenylalanyl-tRNA synthetase alpha chain OS=Dictyostelium discoideum GN=pheSA PE=3 SV=1	sp|Q54KS8|SYFA_DICDI	56	NA	0	Galpha2	starv	-0.00691944258765376
Bifunctional putA protein [Includes: Pro	sp|P09546|PUTA_ECOLI	144	NA	4	Galpha2	starv	0.015398196180976
Cytochrome c oxidase subunit 3 OS=Dictyostelium discoideum GN=cox3 PE=3 SV=1	sp|O21049|COX3_DICDI	50	NA	2	Galpha2	starv	0.00423937679666111
Eukaryotic translation initiation factor 4 gamma OS=Dictyostelium discoideum GN=eif4g PE=3 SV=1	sp|Q553R3|IF4G_DICDI	155	TRUE	0	Galpha2	starv	-0.00691944258765376
Probable inactive serine/threonine-protein kinase DDB_G0278909 OS=Dictyostelium discoideum GN=DDB_G	rsp|Q54XI9|Y0124_DICDI	NA	TRUE	7	Galpha2	starv	0.0321364252574483
DOCK family protein OS=Dictyostelium discoideum GN=zizB PE=4 SV=1	tr|Q54CA8|Q54CA8_DICDI	242	TRUE	2	Galpha2	starv	0.00423937679666111
Heat shock protein Ddj1 OS=Dictyostelium discoideum GN=Ddj1 PE=1 SV=1	tr|O96455|O96455_DICDI (+1)	46	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0285063 PE=4 SV=1	tr|C7G034|C7G034_DICDI	425	TRUE	0	Galpha2	starv	-0.00691944258765376
Cathepsin Z OS=Dictyostelium discoideum GN=ctsZ PE=1 SV=1	tr|Q54R55|Q54R55_DICDI	33	NA	1	Galpha2	starv	-0.00134003289549633
RNA-binding region RNP-1 domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0291155 PE=1 SV=1	tr|Q54F26|Q54F26_DICDI	34	NA	1	Galpha2	starv	-0.00134003289549633
Glutamate/aspartate periplasmic-binding	sp|P37902|GLTI_ECOLI	33	NA	2	Galpha2	starv	0.00423937679666111
Probable ATP-dependent RNA helicase ddx27 OS=Dictyostelium discoideum GN=ddx27 PE=3 SV=1	sp|Q54TJ4|DDX27_DICDI	90	NA	0	Galpha2	starv	-0.00691944258765376
Chromosome partition protein mukB (Struc	sp|P22523|MUKB_ECOLI	170	TRUE	1	Galpha2	starv	-0.00134003289549633
Cysteine proteinase 5 OS=Dictyostelium discoideum GN=cprE PE=2 SV=2	sp|P54640|CYSP5_DICDI	37	NA	2	Galpha2	starv	0.00423937679666111
Probable polyketide synthase 10 OS=Dictyostelium discoideum GN=pks10 PE=3 SV=1	rsp|B0G103|PKS10_DICDI	NA	TRUE	3	Galpha2	starv	0.00981878648881854
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0188365 PE=4 SV=1	tr|Q54HN9|Q54HN9_DICDI	68	TRUE	0	Galpha2	starv	-0.00691944258765376
Calcium-binding mitochondrial carrier protein OS=Dictyostelium discoideum GN=mcfO PE=3 SV=1	sp|Q54RB9|CMC_DICDI	86	TRUE	1	Galpha2	starv	-0.00134003289549633
Kynurenine--oxoglutarate transaminase OS=Dictyostelium discoideum GN=ccbl PE=3 SV=1	sp|Q54KM6|KAT_DICDI	49	NA	0	Galpha2	starv	-0.00691944258765376
Phox domain-containing protein OS=Dictyostelium discoideum GN=vps5 PE=1 SV=1	tr|Q86IF6|Q86IF6_DICDI	62	NA	0	Galpha2	starv	-0.00691944258765376
SCF ubiquitin ligase complex protein SKP1a OS=Dictyostelium discoideum GN=fpaA PE=1 SV=1	sp|P52285|SKP1A_DICDI (+1)	19	TRUE	0	Galpha2	starv	-0.00691944258765376
Mannose-1-phosphate guanyltransferase alpha OS=Dictyostelium discoideum GN=gmppA PE=2 SV=1	sp|Q86HG0|GMPPA_DICDI	46	NA	0	Galpha2	starv	-0.00691944258765376
Armadillo-like helical domain-containing protein OS=Dictyostelium discoideum GN=DDB_0168059 PE=4 SV=1	tr|Q556T7|Q556T7_DICDI	231	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0169491 PE=4 SV=1	tr|Q75JJ3|Q75JJ3_DICDI	184	TRUE	0	Galpha2	starv	-0.00691944258765376
Ubiquitin-protein ligase domain-containing protein OS=Dictyostelium discoideum GN=DDB_0187369 PE=4 SV=1	tr|Q54KP2|Q54KP2_DICDI	210	TRUE	0	Galpha2	starv	-0.00691944258765376
Probable E3 ubiquitin-protein ligase DDB_G0283893 OS=Dictyostelium discoideum GN=DDB_G0283893 PE=3 SV=2	sp|Q54QG5|Y3893_DICDI	658	TRUE	1	Galpha2	starv	-0.00134003289549633
UPF0505 protein OS=Dictyostelium discoideum GN=DDB_G0273473 PE=3 SV=1	sp|Q557H3|U505_DICDI	113	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0190384 PE=3 SV=1	tr|Q55DN6|Q55DN6_DICDI	43	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0271892 PE=4 SV=1	tr|Q869Z5|Q869Z5_DICDI	26	NA	0	Galpha2	starv	-0.00691944258765376
Uncharacterized protein DDB_G0289955 OS=Dictyostelium discoideum GN=DDB_G0289955 PE=4 SV=1	sp|Q54GR3|Y8668_DICDI	22	TRUE	0	Galpha2	starv	-0.00691944258765376
DNA gyrase subunit A (EC 5.99.1.3).	sp|P0AES4|GYRA_ECOLI	97	TRUE	5	Galpha2	starv	0.0209776058731334
Acyl carrier protein (ACP) (Cytosolic-ac	sp|P0A6A8|ACP_ECOLI	9	NA	1	Galpha2	starv	-0.00134003289549633
Ras-related GTP-binding protein OS=Dictyostelium discoideum GN=ragC PE=4 SV=1	tr|Q54PK6|Q54PK6_DICDI	41	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191728 PE=4 SV=1	tr|Q54CE3|Q54CE3_DICDI	179	TRUE	0	Galpha2	starv	-0.00691944258765376
Serine palmitoyltransferase 1 OS=Dictyostelium discoideum GN=sptA PE=3 SV=1	sp|Q55FL5|SPTC1_DICDI	54	TRUE	0	Galpha2	starv	-0.00691944258765376
Vacuolar protein sorting-associated protein 4 OS=Dictyostelium discoideum GN=vps4 PE=3 SV=1	sp|Q54PT2|VPS4_DICDI	50	NA	1	Galpha2	starv	-0.00134003289549633
I/LWEQ domain-containing protein OS=Dictyostelium discoideum GN=hipA PE=4 SV=1	tr|Q1ZXE9|Q1ZXE9_DICDI	107	TRUE	2	Galpha2	starv	0.00423937679666111
Pyrroline-5-carboxylate reductase 2 OS=Dictyostelium discoideum GN=pycr2 PE=3 SV=1	sp|Q55E34|P5CR2_DICDI	32	NA	0	Galpha2	starv	-0.00691944258765376
2-oxoglutarate dehydrogenase E1 componen	sp|P0AFG3|ODO1_ECOLI	105	NA	1	Galpha2	starv	-0.00134003289549633
SH3 domain-containing protein OS=Dictyostelium discoideum GN=docA PE=4 SV=1	tr|Q54DS6|Q54DS6_DICDI	248	TRUE	0	Galpha2	starv	-0.00691944258765376
3-dehydroquinate synthase (EC 4.2.3.4).	sp|P07639|AROB_ECOLI	39	TRUE	0	Galpha2	starv	-0.00691944258765376
AP-3 complex subunit delta OS=Dictyostelium discoideum GN=ap3d1 PE=3 SV=1	sp|Q54WN0|AP3D_DICDI	128	TRUE	1	Galpha2	starv	-0.00134003289549633
Glutamate-ammonia-ligase adenylyltransfe	sp|P30870|GLNE_ECOLI	108	NA	2	Galpha2	starv	0.00423937679666111
Coatomer subunit beta' OS=Dictyostelium discoideum GN=copb2 PE=3 SV=1	sp|Q54YD8|COPB2_DICDI	113	TRUE	1	Galpha2	starv	-0.00134003289549633
Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Dictyostelium discoideum GN=uch2 PE=3 SV=1	sp|Q54N38|UCHL5_DICDI	39	NA	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0292556 PE=4 SV=1	tr|Q54CY2|Q54CY2_DICDI	178	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein if1 OS=Dictyostelium discoideum GN=if1 PE=4 SV=1	tr|Q9GSE7|Q9GSE7_DICDI	12	NA	2	Galpha2	starv	0.00423937679666111
ABC transporter G family member 10 OS=Dictyostelium discoideum GN=abcG10 PE=3 SV=1	sp|Q54CG0|ABCGA_DICDI	167	TRUE	0	Galpha2	starv	-0.00691944258765376
Dihydrolipoyllysine-residue succinyltran	sp|P0AFG6|ODO2_ECOLI	44	TRUE	6	Galpha2	starv	0.0265570155652908
Catalase HPII (EC 1.11.1.6) (Hydroxypero	sp|P21179|CATE_ECOLI	84	NA	1	Galpha2	starv	-0.00134003289549633
Protein transport protein sec1 OS=Dictyostelium discoideum GN=sec1 PE=3 SV=1	sp|Q54QC8|SEC1_DICDI	68	NA	0	Galpha2	starv	-0.00691944258765376
SH3 domain-containing protein OS=Dictyostelium discoideum GN=docD PE=4 SV=1	tr|Q54PB7|Q54PB7_DICDI	218	TRUE	0	Galpha2	starv	-0.00691944258765376
Villin headpiece domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0279449 PE=4 SV=1	tr|Q54WT5|Q54WT5_DICDI	121	NA	0	Galpha2	starv	-0.00691944258765376
PCI domain-containing protein 2 homolog OS=Dictyostelium discoideum GN=pcid2 PE=3 SV=1	sp|Q54PX7|PCID2_DICDI	49	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0275039 PE=4 SV=1	tr|Q86I62|Q86I62_DICDI	80	TRUE	1	Galpha2	starv	-0.00134003289549633
Protein hook homolog OS=Dictyostelium discoideum GN=hook PE=3 SV=1	sp|Q54IK9|HOOK_DICDI	84	TRUE	0	Galpha2	starv	-0.00691944258765376
Protease do precursor (EC 3.4.21.-).	sp|P0C0V0|DEGP_ECOLI	49	NA	1	Galpha2	starv	-0.00134003289549633
Outer membrane protein assembly factor y	sp|P0A940|YAET_ECOLI	91	NA	4	Galpha2	starv	0.015398196180976
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0191041 PE=4 SV=1	tr|Q55BP9|Q55BP9_DICDI	76	NA	0	Galpha2	starv	-0.00691944258765376
Succinyl-CoA synthetase alpha chain (EC	sp|P0AGE9|SUCD_ECOLI	30	NA	4	Galpha2	starv	0.015398196180976
Outer membrane protein X precursor.	sp|P0A917|OMPX_ECOLI	19	NA	8	Galpha2	starv	0.0377158349496057
D-ribose-binding periplasmic protein pre	sp|P02925|RBSB_ECOLI	31	NA	10	Galpha2	starv	0.0488746543339206
Short-chain dehydrogenase/reductase family protein OS=Dictyostelium discoideum GN=DDB_0168497 PE=4 SV=1	tr|Q75JE7|Q75JE7_DICDI	38	NA	0	Galpha2	starv	-0.00691944258765376
Pyruvate dehydrogenase complex subunit homolog DDB_G0271564, mitochondrial OS=Dictyostelium discoideum GN=pdhX PE=3 SV=1	sp|Q86AD5|Y1564_DICDI	46	NA	1	Galpha2	starv	-0.00134003289549633
DNA-dependent protein kinase catalytic subunit OS=Dictyostelium discoideum GN=dnapkcs PE=3 SV=2	sp|Q54UC0|PRKDC_DICDI	494	TRUE	0	Galpha2	starv	-0.00691944258765376
Putative acetyltransferase DDB_G0280825 OS=Dictyostelium discoideum GN=DDB_G0280825 PE=3 SV=1	sp|Q54UU2|Y0825_DICDI (+1)	21	NA	1	Galpha2	starv	-0.00134003289549633
Succinylornithine transaminase (EC 2.6.1	sp|P77581|ARGM_ECOLI	44	NA	2	Galpha2	starv	0.00423937679666111
Translocon-associated protein subunit gamma OS=Dictyostelium discoideum GN=ssr3 PE=3 SV=1	sp|Q55GT5|SSRG_DICDI	19	NA	0	Galpha2	starv	-0.00691944258765376
Beta-lactamase family protein OS=Dictyostelium discoideum GN=DDB_G0294597 PE=4 SV=1	tr|B0G0Z7|B0G0Z7_DICDI	49	NA	0	Galpha2	starv	-0.00691944258765376
Activating signal cointegrator 1 complex subunit 3 OS=Dictyostelium discoideum GN=ascc3 PE=3 SV=1	sp|Q54G57|HELC1_DICDI	252	TRUE	2	Galpha2	starv	0.00423937679666111
Histone H4 OS=Dictyostelium discoideum GN=H4a PE=1 SV=1	sp|Q76NW2|H4_DICDI	12	NA	2	Galpha2	starv	0.00423937679666111
Fatty acyl-CoA synthetase B OS=Dictyostelium discoideum GN=fcsB PE=2 SV=1	sp|Q1ZXQ4|FCSB_DICDI	76	TRUE	0	Galpha2	starv	-0.00691944258765376
Myb domain-containing protein OS=Dictyostelium discoideum GN=DDB_G0267638 PE=4 SV=1	tr|Q55GK2|Q55GK2_DICDI	352	TRUE	1	Galpha2	starv	-0.00134003289549633
P-type ATPase OS=Dictyostelium discoideum GN=DDB_G0267924 PE=3 SV=2	tr|Q55FW3|Q55FW3_DICDI	123	NA	0	Galpha2	starv	-0.00691944258765376
Hybrid signal transduction histidine kinase G OS=Dictyostelium discoideum GN=dhkG PE=3 SV=1	rsp|Q54Q69|DHKG_DICDI	NA	TRUE	3	Galpha2	starv	0.00981878648881854
RhoGEF domain-containing protein OS=Dictyostelium discoideum GN=xacC PE=4 SV=1	tr|Q54ND2|Q54ND2_DICDI	152	TRUE	0	Galpha2	starv	-0.00691944258765376
Protein transport protein SEC24 OS=Dictyostelium discoideum GN=sec24 PE=3 SV=1	sp|Q54U61|SEC24_DICDI	115	NA	0	Galpha2	starv	-0.00691944258765376
Succinate dehydrogenase flavoprotein sub	sp|P0AC41|DHSA_ECOLI	64	NA	7	Galpha2	starv	0.0321364252574483
Importin 4 OS=Dictyostelium discoideum GN=ipo4 PE=4 SV=1	tr|Q55BW3|Q55BW3_DICDI	124	NA	1	Galpha2	starv	-0.00134003289549633
Small heat shock protein hspK OS=Dictyostelium discoideum GN=hspK PE=3 SV=1	sp|Q86H60|HSPK_DICDI	20	NA	0	Galpha2	starv	-0.00691944258765376
Phospholipase B-like protein F OS=Dictyostelium discoideum GN=plbF PE=3 SV=1	sp|Q554H5|PLBLF_DICDI	65	NA	0	Galpha2	starv	-0.00691944258765376
RapGAP/RanGAP domain-containing protein OS=Dictyostelium discoideum GN=DDB_0185814 PE=4 SV=1	tr|Q54Q75|Q54Q75_DICDI	41	NA	0	Galpha2	starv	-0.00691944258765376
L-threonine 3-dehydrogenase (EC 1.1.1.10	sp|P07913|TDH_ECOLI	37	NA	8	Galpha2	starv	0.0377158349496057
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_G0281967 PE=4 SV=1	tr|Q54T73|Q54T73_DICDI	78	NA	0	Galpha2	starv	-0.00691944258765376
Probable serine/threonine-protein kinase roco5 OS=Dictyostelium discoideum GN=roco5 PE=3 SV=1	sp|Q1ZXD6|ROCO5_DICDI	307	TRUE	2	Galpha2	starv	0.00423937679666111
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0204675 PE=4 SV=1	tr|Q54TE6|Q54TE6_DICDI	51	NA	0	Galpha2	starv	-0.00691944258765376
Putative uncharacterized protein OS=Dictyostelium discoideum GN=DDB_0187732 PE=4 SV=1	tr|Q54JJ7|Q54JJ7_DICDI	212	TRUE	0	Galpha2	starv	-0.00691944258765376
Cullin-3 OS=Dictyostelium discoideum GN=culC PE=3 SV=1	sp|Q54NZ5|CUL3_DICDI	89	NA	0	Galpha2	starv	-0.00691944258765376
Chaperone protein htpG (Heat shock prote	sp|P0A6Z3|HTPG_ECOLI	71	TRUE	0	Galpha2	starv	-0.00691944258765376
